"","title","categories","published_year","average_rating","authors"
"10671","the outsiders","Fiction",1967,4.08,"Jodi Picoult"
"10691","the book of imaginary beings","Fiction",2006,4.09,"Margarita Guerrero"
"10751","janet flanner's world","Fiction",1979,4.3,"Irving Drutman"
"10771","how i became a pirate","Juvenile Fiction",2003,4.08,"David Shannon"
"10781","the little red lighthouse and the great gray bridge","Juvenile Fiction",2003,4.26,"Lynd Ward"
"10861","apple pie fourth of july","Juvenile Fiction",2006,3.71,"Margaret Chodos-Irvine"
"10951","baltasar and blimunda","Fiction",1998,3.91,"Giovanni Pontiero"
"10981","blindness","Fiction",1999,4.11,"Giovanni Pontiero"
"10991","all the names","Fiction",2001,3.89,"Margaret Jull Costa"
"11051","four comedies","Drama",2002,4.03,"Dudley Fitts"
"11071","a writer's diary","Biography & Autobiography",2003,4.25,"Leonard Woolf"
"11131","mrs. dalloway's party","Fiction",2003,3.87,"Stella Mcnichol"
"11141","the liberated bride","Fiction",2004,3.76,"Hillel Halkin"
"11181","a room of one's own","Fiction",2005,4.13,"Susan Gubar"
"11201","kiffe kiffe tomorrow","Fiction",2006,3.38,"Sarah Adams"
"11221","three guineas","Fiction",2006,3.86,"Jane Marcus"
"11561","orlando","Fiction",1973,3.86,"Adeline Virginia Stephen Woolf"
"11701","moby dick, or, the white whale","Juvenile Fiction",1998,3.85,"Geraldine Mccaughrean"
"11771","phaedrus","Philosophy",2002,3.91,"Robin Waterfield"
"11801","gulliver's travels","Fiction",2005,3.56,"Claude Rawson"
"11851","la d<U+00E9>b<U+00E2>cle","Fiction",2000,3.99,"Elinor Dorday"
"11901","exemplary stories","Fiction",1998,3.73,"Lesley Lipson"
"11911","orestes and other plays","Literary Criticism",2001,4.07,"James Morwood"
"11981","war and peace","Fiction",1998,4.11,"Graf Leo Tolstoy"
"12031","the karamazov brothers","Fiction",1998,4.32,"Ignat Avsey"
"12091","la dame aux cam<U+00E9>lias","Fiction",1986,3.99,"David Coward"
"12161","eugene onegin","Fiction",1998,4.09,"James E. Falen"
"12391","bakkhai","Drama",2001,3.86,"Reginald Gibbons"
"12431","medea","Drama",2006,3.85,"Michael Collier"
"12471","introduction to philosophy","Philosophy",2007,3.76,"Michael Bratman"
"12521","aristophanes' peace","Drama",1998,3.58,"S. Douglas Olson"
"12531","lysistrata","Literary Criticism",1990,3.85,"Jeffrey Henderson"
"12821","plato's symposium","Philosophy",2001,4.03,"Seth Benardete"
"12831","philosophy in a time of terror","History",2004,3.89,"Giovanna Borradori"
"12891","the complete tales of nikolai gogol","Fiction",1985,4.32,"<U+041D><U+0438><U+043A><U+043E><U+043B><U+0430><U+0439> <U+0412><U+0430><U+0441><U+0438><U+043B><U+044C><U+0435><U+0432><U+0438><U+0447> <U+0413><U+043E><U+0433><U+043E><U+043B><U+044C>"
"12921","greek tragedies","Drama",1992,4.14,"Aeschylus"
"12931","the complete greek tragedies: euripides","Drama",1992,4.48,"Sophocles"
"12941","greek tragedies","Literary Criticism",1960,4.28,"Richmond Lattimore"
"12981","aeschylus: the suppliant maidens","Drama",1991,4.1,"David Grene"
"13121","history of political philosophy","Philosophy",1987,4.18,"Joseph Cropsey"
"13211","the vital illusion","Literary Criticism",2000,3.84,"Julia Witwer"
"13221","an arab-syrian gentleman and warrior in the period of the crusades","History",2000,3.92,"Philip Khuri Hitti"
"13301","oliver twist","Juvenile Nonfiction",2003,3.66,"Charles Dickens"
"13391","chicago stories","Fiction",1998,3.89,"Professor James T Farrell"
"13401","dante's vita nuova","Literary Criticism",1973,3.87,"Dante Alighieri"
"13671","the puppet and the dwarf","Philosophy",2003,3.83,"<U+017D>i<U+017E>ek"
"13681","treatise on happiness","Philosophy",1983,3.84,"Thomas Aquinas"
"13811","philip vera cruz","Biography & Autobiography",2000,3.87,"Lilia V Villanueva"
"13831","letters to j. d. salinger","Biography & Autobiography",2002,3.54,"Will Hochman"
"13961","hamlet","Drama",2003,4.01,"Burton Raffel"
"13971","cosmos","Fiction",2005,4.03,"Danuta Borchardt"
"14001","the annotated waste land with eliot's contemporary prose","Literary Criticism",2006,4.11,"Lawrence S. Rainey"
"14361","gifted hands","Biography & Autobiography",1996,4.21,"Cecil B. Murphey"
"14381","""""a"""" is for abductive","Religion",2003,3.17,"Brian D. Mclaren"
"14451","becoming a contagious christian","Religion",2007,3.75,"Lee Strobel"
"14461","journey into god's word","Religion",2005,4.16,"J. Daniel Hays"
"14471","zondervan handbook to the bible","Religion",2005,4.14,"Pat Alexander"
"14621","with william burroughs","Biography & Autobiography",1996,4.05,"Victor Bockris"
"14851","four mothers","Fiction",2000,3.69,"Dalya Bilu"
"14931","absent in the spring and other novels","Fiction",2001,4.19,"Agatha Christie"
"15031","education as my agenda","Biography & Autobiography",2005,4.25,"Jo Ann Robinson"
"15101","the pythons","Biography & Autobiography",2005,4.08,"John Cleese"
"15381","marked","Juvenile Fiction",2007,3.8,"Kristin Cast"
"15751","the dark descent","Fiction",1997,4.26,"Ray Bradbury"
"15841","lovelock","Fiction",2001,3.46,"Kathryn H. Kidd"
"15941","full bloom","Fiction",2005,3.81,"Charlotte Hughes"
"15951","full scoop","Fiction",2006,3.79,"Charlotte Hughes"
"16031","the unfortunate miss fortunes","Fiction",2007,3.47,"Eileen Dreyer"
"16041","hot stuff","Fiction",2007,3.74,"Leanne Banks"
"16111","thrones, dominations","Fiction",1999,3.88,"Jill Paton Walsh"
"16251","full blast","Fiction",2004,3.82,"Charlotte Hughes"
"16321","robert ludlum's the moscow vector","Fiction",2006,3.98,"Patrick Larkin"
"16371","from hinton to hamlet","Literary Criticism",2005,4.01,"Donald R. Gallo"
"16641","miracle on the 17th green","Fiction",1996,3.66,"Peter De Jonge"
"16841","mary wollstonecraft shelley's frankenstein, or, the modern prometheus","Fiction",2007,3.78,"Susan J. Wolfson"
"16851","oscar wilde's the picture of dorian gray","Fiction",2007,4.07,"Andrew Elfenbein"
"18011","the vampire companion","Fiction",1995,3.93,"Anne Rice"
"18021","starshield sentinels","Fiction",1996,3.51,"Tracy Hickman"
"18031","the mantle of kendis-dai","Fiction",1997,3.61,"Tracy Hickman"
"18221","nightsword","Fiction",1999,3.66,"Tracy Hickman"
"18291","the analects of confucius","Fiction",1999,3.84,"Roger T. Ames"
"18301","the real james herriot","Biography & Autobiography",2001,4.2,"Jim Wight"
"18431","black house","Fiction",2001,4,"Peter Straub"
"18521","the talisman","Fiction",2001,4.13,"Peter Straub"
"18621","sunstorm","Fiction",2006,3.83,"Stephen Baxter"
"19021","star wars","Fiction",2006,4.16,"Helen Keier"
"19041","narrative of the life of frederick douglass, an american slave","Biography & Autobiography",2004,4,"Harriet Jacobs"
"19101","inferno","Comics & Graphic Novels",2006,3.6,"Bob Kane"
"19861","father to son","Fiction",2002,4.1,"Richard Sapir"
"20081","winter moon","Fiction",2005,3.78,"Tanith Lee"
"20141","and the envelope, please...","Fiction",2006,3.57,"Emilie Rose"
"20191","that same flower","Fiction",1998,3.67,"Anne Born"
"20421","the oresteia of aeschylus","Drama",2000,4.01,"Ted Hughes"
"20471","memoirs of hadrian","Fiction",2005,4.25,"Grace Frick"
"20541","palm-of-the-hand stories","Fiction",2006,4,"Lane Dunlop"
"20601","collected shorter fiction","Fiction",2001,4.42,"Louise Maude"
"21001","de kooning","Biography & Autobiography",2006,4.11,"Annalyn Swan"
"21091","the double and the gambler","Fiction",2007,4.15,"Fyodor Dostoyevsky"
"21231","the face of another","Fiction",2003,3.77,"K<U+014D>b<U+014D> Abe"
"21611","jurassic park institute dinosaur field guide","Juvenile Nonfiction",2001,4.08,"M. K. Brett-Surman"
"21671","ancient greece and the olympics","Juvenile Nonfiction",2004,4.06,"Natalie Pope Boyce"
"21721","young warriors","Juvenile Fiction",2005,3.91,"Josepha Sherman"
"21731","ancient rome and pompeii","Juvenile Nonfiction",2006,4.07,"Natalie Pope Boyce"
"21741","tsunamis and other natural disasters","Juvenile Nonfiction",2007,4.04,"Natalie Pope Boyce"
"21751","nick and norah's infinite playlist","Juvenile Fiction",2006,3.72,"David Levithan"
"21801","naomi and ely's no kiss list","Juvenile Fiction",2007,3.44,"David Levithan"
"21881","100 great fantasy short short stories","Fiction",1985,3.95,"Terry Carr"
"22111","xanth 15: the color of her panties","Fiction",1992,3.67,"Piers A. Jacob"
"22481","the beginning and the end","Fiction",1989,4.07,"Naj<U+012B>b Ma<U+1E25>f<U+016B><U+1E93>"
"22541","shakespeare a to z","Drama",1991,4.35,"David Allen White"
"23661","will in the world","Biography & Autobiography",2004,3.94,"Stephen Jay Greenblatt"
"23751","the annotated uncle tom's cabin","Fiction",2007,3.86,"Professor Harriet Beecher Stowe"
"23801","iwoz","Biography & Autobiography",2006,3.86,"Gina Smith"
"23831","anton chekhov's short stories","Fiction",1979,4.35,"Ralph E. Matlaw"
"23861","red and black","Fiction",1969,3.87,"Stendhal"
"23891","the book of embraces","Fiction",1992,4.29,"Cedric Belfrage"
"23991","""""surely you're joking, mr. feynman!""""","Biography & Autobiography",1985,4.28,"Ralph Leighton"
"24001","reinventing the enemy's language","Fiction",1998,4.39,"Gloria Bird"
"24201","the 9/11 commission report: final report of the national commission on terrorist attacks upon the united states (authorized edition)","History",2004,3.59,"National Commission On Terrorist Attacks Upon The United States"
"24361","the norton anthology of short fiction","Fiction",2006,4.17,"Richard Bausch"
"24391","the norton anthology of literature by women","Literary Criticism",2007,4.12,"Susan Gubar"
"24411","the turn of the screw","Fiction",1999,3.44,"Deborah Esch"
"24431","the awakening","Fiction",1994,3.64,"Margo Culley"
"24451","the foundations of early modern europe, 1460-1559","History",1994,3.67,"Anthony Grafton"
"24461","robinson crusoe","Fiction",1994,3.67,"Michael Shinagel"
"24471","frankenstein","Fiction",1996,3.78,"J. Paul Hunter"
"24521","death and the king's horseman","Drama",2003,3.76,"Simon Gikandi"
"24531","the tempest","Drama",2004,3.81,"Peter Hulme"
"24541","wuthering heights","Fiction",2003,3.84,"Emily Bront<U+00EB>"
"24551","passing","Fiction",2007,3.83,"Carla Kaplan"
"24671","the will to power","Philosophy",1968,4.05,"Walter Arnold Kaufmann"
"24831","green eggs and ham","Juvenile Fiction",1960,4.3,"Dr. Seuss"
"24841","snow","Juvenile Nonfiction",1962,4.15,"Philip D. Eastman"
"25021","in search of dracula","Biography & Autobiography",1994,3.86,"Radu Florescu"
"25081","the riverside shakespeare","Drama",1996,4.55,"Gwynne Blakemore Evans"
"25341","the birds","Drama",2003,2.67,"Sean O'brien"
"25471","assemblywomen","Drama",1996,3.92,"Jeffrey Henderson"
"25661","thin air","Fiction",1996,3.9,"Copyright Paperback Collection (Library Of Congress)"
"25701","virtual vandals","Fiction",1999,4,"Steve R. Pieczenik"
"25721","one is the loneliest number","Juvenile Fiction",1999,3.93,"Steve R. Pieczenik"
"25751","divide and conquer","Fiction",2000,3.79,"Jeff Rovin"
"25761","breaking point","Fiction",2000,3.7,"Steve R. Pieczenik"
"25791","line of control","Fiction",2001,3.85,"Steve R. Pieczenik"
"25861","tom clancy's net force","Fiction",2001,3.75,"Steve Perry"
"25881","cloak and dagger","Juvenile Fiction",2003,3.95,"Steve R. Pieczenik"
"25911","mission of honor","Fiction",2002,3.9,"Steve Pieczenik"
"25961","sea of fire","Fiction",2003,3.89,"Jeff Rovin"
"25971","mcnally's alibi","Fiction",2003,3.9,"Lawrence Sanders"
"26001","the sea hunters ii","History",2003,3.84,"Craig Dirgo"
"26271","black wind","Fiction",2006,3.85,"Dirk Cussler"
"26281","the archimedes effect","Fiction",2006,3.98,"Steve Perry"
"26291","dark watch","Fiction",2005,4.09,"Jack B. Du Brul"
"26311","captive dreams","Fiction",2006,3.91,"Diane Whiteside"
"26371","steamed","Fiction",2007,3.47,"Susan Conant"
"26441","checkmate","Fiction",2006,3.93,"Tom Clancy"
"26471","over the moon","Fiction",2007,3.9,"Maryjanice Davidson"
"26641","the mouse and his child","Juvenile Fiction",2001,3.97,"David Small"
"26801","the story of a seagull and the cat who taught her to fly","Juvenile Fiction",2003,4.13,"Margaret Sayers Peden"
"26881","the time machine","Juvenile Fiction",2004,3.88,"Melvin Burgess"
"26981","harry potter and the chamber of secrets","Juvenile Fiction",2003,4.41,"Mary Grandpre"
"27011","the invisible man","Juvenile Fiction",2004,3.63,"M. T. Anderson"
"27021","the adventures of sherlock holmes","Juvenile Fiction",2004,4.31,"Eoin Colfer"
"27031","let down your hair","Juvenile Fiction",2004,3.83,"Sarah Hines-Stephens"
"27041","how to draw the legend of zelda","Juvenile Nonfiction",2004,4.19,"Ron Zalme"
"27051","werewolves don't run for president","Juvenile Fiction",2004,3.87,"Marcia Thornton Jones"
"27201","sky the blue fairy","Juvenile Fiction",2005,3.83,"Georgie Ripper"
"27271","thorn in her side","Juvenile Fiction",2006,3.87,"Sarah Hines-Stephens"
"27841","the rule of four","Fiction",2005,3.22,"Dustin Thomason"
"28011","harriet spies again","Juvenile Fiction",2003,3.83,"Louise Fitzhugh"
"28031","vincent van gogh","Juvenile Nonfiction",2003,3.95,"Sandra Jane Jordan"
"28071","the pizza monster","Juvenile Fiction",2005,3.55,"Mitchell Sharmat"
"28161","charlotte sometimes","Fiction",1987,4.09,"Eleanor Cameron"
"28511","the omega cage","Fiction",1988,3.77,"Michael Reaves"
"28631","bare bones","Fiction",1989,4.16,"Tim Underwood"
"28691","the book of the dead","Fiction",2006,4.14,"Lincoln Child"
"28961","still life with crows","Fiction",2004,4.19,"Lincoln Child"
"28981","3rd degree","Fiction",2005,4.01,"Andrew Gross"
"29151","three weeks with my brother","Biography & Autobiography",2006,4.02,"Micah Sparks"
"29231","robert ludlum's (tm) the arctic event","Fiction",2007,4.01,"James H. Cobb"
"29301","who was john f. kennedy?","Juvenile Nonfiction",2004,4.19,"Jill Weber"
"29371","naked came the manatee","Fiction",1998,3.49,"Dave Barry"
"29771","the virtue of selfishness","Philosophy",1964,3.5,"Nathaniel Branden"
"29891","the running man","Fiction",1999,3.86,"Richard Bachman"
"29961","the love you make","Biography & Autobiography",1983,4.09,"Steven S. Gaines"
"30081","a whole lotta love","Fiction",2004,4.46,"Brenda Jackson"
"30281","angel christmas","Fiction",1995,3.56,"Mary Balogh"
"30371","lover revealed","Fiction",2007,4.3,"Jessica Bird Ward"
"30401","bored of the rings","Fiction",1993,3.12,"Harvard Lampoon"
"30431","not of woman born","Fiction",1999,3.8,"Robert A. Silverberg"
"30461","dr. jekyll and mr. hyde","Fiction",1987,3.8,"Vladimir Vladimirovich Nabokov"
"30531","the hunchback of notre-dame","Fiction",2001,3.99,"Walter J. Cobb"
"30561","madame bovary","Fiction",2001,3.66,"Mildred Marmur"
"30651","wuthering heights","Fiction",2004,3.84,"Emily Bront<U+00EB>"
"30661","the travels of marco polo","Biography & Autobiography",2004,3.59,"Milton Rugoff"
"30691","pygmalion","Fiction",1980,4.25,"Alan Jay Lerner"
"30751","the oedipus plays of sophocles","Drama",1996,3.97,"Paul Roche"
"30781","stephen king's creepshow","Fiction",1982,4.07,"Berni Wrightson"
"30911","journals of ayn rand","Biography & Autobiography",1999,3.95,"Leonard Peikoff"
"30951","beauty's punishment","Fiction",1984,3.62,"Anne Rice"
"31101","the sword and the shield","History",1999,3.93,"Vasili Mitrokhin"
"31531","the science of stephen king","Literary Criticism",2007,3.49,"Robert Weinberg"
"31761","the adventures of jimmy skunk","Juvenile Fiction",1994,4.13,"Harrison Cady"
"31821","the oresteia trilogy","Drama",1996,4.01,"E. D. A. Morshead"
"31831","black beauty coloring book","Juvenile Nonfiction",1996,4.25,"John Green"
"31841","ballet class coloring book","Juvenile Nonfiction",1997,3.64,"Caroline Denzler"
"31851","best ghost and horror stories","Fiction",1997,3.49,"Richard Dalby"
"31861","enter jeeves","Fiction",1997,4.2,"David A. Jasen"
"31931","life is a dream","Drama",2002,3.98,"Stanley Appelbaum"
"32041","hunger","Biography & Autobiography",2003,4.06,"George Egerton"
"32051","the jew of malta","Drama",2003,3.61,"Havelock Ellis"
"32061","the idiot","Fiction",2003,4.18,"Constance Garnett"
"32071","critique of pure reason","Philosophy",2003,3.94,"J. M. D. Meiklejohn"
"32091","the philosophy of history","Philosophy",2004,3.82,"J. Sibree"
"32101","anna karenina","Fiction",2004,4.04,"Louise Maude"
"32141","philosophy of right","Philosophy",2005,3.86,"S. W. Dyde"
"32151","the worm ouroboros","Fiction",2006,3.7,"Keith Henderson"
"32191","the kingdom of god is within you","Religion",2006,4.13,"Constance Garnett"
"32281","big bad wolf","Fiction",1997,3.82,"Linda Winstead"
"32441","after glow","Fiction",2004,4.13,"Jayne Ann Krentz"
"32451","cravings","Fiction",2004,3.81,"Eileen Wilks"
"32461","bite","Fiction",2005,3.77,"Maryjanice Davidson"
"32641","the tolkien companion","Literary Criticism",1976,4.11,"John Ronald Reuel Tolkien"
"32741","a christmas carol and the night before christmas","Fiction",2006,4.33,"Arthur Rackham"
"32771","favorite tales of sholom aleichem","Fiction",1983,4.23,"Julius Butwin"
"32951","undertaker of the mind","Biography & Autobiography",2001,3.42,"Andrew T. Scull"
"33061","spinoza","Biography & Autobiography",2001,4.09,"Steven M. Nadler"
"33081","insurgent collective action and civil war in el salvador","History",2003,3.8,"Wood Elisabeth Jean"
"33101","the presocratic philosophers","Philosophy",1983,4.24,"J. E. Raven"
"33141","the winter's tale","Drama",2007,3.69,"Susan Snyder"
"33161","reading greek tragedy","Drama",1986,4.04,"Professor Of Greek Literature And Culture And Fellow And Director Of Studies In Classics Simon Goldhill"
"33191","cicero: on duties","History",1991,3.95,"Marcus Tullius Cicero"
"33261","the invention of tradition","History",1992,3.96,"Eric Hobsbawm"
"33271","the myth of the magus","Religion",1993,3.71,"Eliza Marian Butler"
"33291","the cambridge companion to plotinus","Philosophy",1996,4.3,"Lloyd P. Gerson"
"33301","foucault's virginity","History",1995,3.75,"Professor Of Greek Literature And Culture And Fellow And Director Of Studies In Classics Simon Goldhill"
